Date,Pays,Deces,diffDeces0,diffDecesHier,pctgrow,daySince0,moyenne7
2020-03-28,Cuba,2,1,0,,10.0,-1.0
2020-03-28,Danemark,52,13,11,0.18,14.0,0.21
2020-03-28,Espagne,5138,844,773,0.09,25.0,0.17
2020-03-28,Finlande,7,2,2,0.0,7.0,-0.25
2020-03-28,France,1995,319,299,0.07,42.0,0.2
2020-03-28,"Fédération de Russie",4,0,1,-1.0,9.0,-1.0
2020-03-28,Ghana,4,1,0,,7.0,-1.0
2020-03-28,"Grèce",28,4,2,1.0,17.0,0.14
2020-03-28,Hong-Kong,4,0,0,,53.0,
2020-03-28,Hongrie,10,1,0,,13.0,0.0
2020-03-28,Inde,20,4,0,,17.0,-0.6
2020-03-28,"Indonésie",87,15,9,0.67,17.0,1.44
2020-03-28,Iraq,40,2,4,-0.5,24.0,0.23
2020-03-28,Irlande,22,14,3,3.67,17.0,1.41
2020-03-28,Islande,2,0,0,,13.0,-1.0
2020-03-28,"Israël",12,0,4,-1.0,7.0,-0.23
2020-03-28,Italie,9134,889,919,-0.03,36.0,0.03
2020-03-28,Japon,49,3,2,0.5,44.0,0.74
2020-03-28,Liban,8,0,2,-1.0,18.0,-1.0
2020-03-28,Lituanie,5,2,1,1.0,7.0,0.0
2020-03-28,Luxembourg,15,3,6,-0.5,14.0,1.17
2020-03-28,"Macédoine",3,1,0,,6.0,-0.67
2020-03-28,Malaisie,26,1,3,-0.67,11.0,0.61
2020-03-28,Maroc,23,2,12,-0.83,18.0,0.71
2020-03-28,Maurice,2,0,0,,7.0,-0.5
2020-03-28,Mexique,8,4,2,1.0,9.0,0.17
2020-03-28,Moldavie,2,0,1,-1.0,10.0,-1.0
2020-03-28,"Norvège",19,4,5,-0.2,14.0,-0.38
2020-03-28,Pakistan,11,1,2,-0.5,9.0,0.17
2020-03-28,Paraguay,3,0,0,,7.0,-0.67
2020-03-28,Pays-Bas,547,93,112,-0.17,22.0,0.23
2020-03-28,Philippines,54,14,9,0.56,55.0,1.04
2020-03-28,Pologne,16,2,0,,16.0,0.0
2020-03-28,Portugal,76,24,16,0.5,11.0,0.58
2020-03-28,"Pérou",11,5,2,1.5,8.0,-0.13
2020-03-28,Roumanie,26,11,3,2.67,6.0,0.5
2020-03-28,Royaume-Uni,761,260,181,0.44,23.0,0.39
2020-03-28,"Rép. Dém. du Congo",3,3,0,,7.0,-1.0
2020-03-28,"République Dominicaine",20,8,10,-0.2,11.0,-0.47
2020-03-28,"République Tchèque",9,2,0,,6.0,-0.38
2020-03-28,Saint-Marin,21,1,0,,25.0,-1.0
2020-03-28,Singapour,2,0,0,,7.0,-1.0
2020-03-28,"Slovénie",9,0,3,-1.0,14.0,0.17
2020-03-28,Suisse,231,33,40,-0.18,23.0,1.96
2020-03-28,"Suède",105,0,28,-1.0,17.0,0.69
2020-03-28,"Taïwan",2,0,0,,41.0,
2020-03-28,"Thaïlande",5,1,1,0.0,27.0,-0.5
2020-03-28,"Trinité-et-Tobago",2,1,1,0.0,3.0,-0.5
2020-03-28,Tunisie,6,2,0,,9.0,-0.5
2020-03-28,Turquie,92,16,17,-0.06,11.0,0.54
2020-03-28,Ukraine,5,4,0,,15.0,-1.0
2020-03-28,"Égypte",30,6,6,0.0,20.0,0.49
2020-03-28,"Émirats Arabes Unis",2,0,0,,8.0,
2020-03-28,"Équateur",36,12,2,5.0,14.0,1.68
2020-03-28,"États-Unis",1581,445,372,0.2,28.0,0.35
2020-03-29,Afghanistan,4,0,0,,7.0,-0.33
2020-03-29,Albanie,10,0,2,-1.0,18.0,-0.3
2020-03-29,"Algérie",29,2,3,-0.33,17.0,0.15
2020-03-29,Allemagne,433,100,91,0.1,20.0,0.47
2020-03-29,Andorre,3,3,0,,7.0,-1.0
2020-03-29,"Arabie Saoudite",4,4,1,3.0,5.0,0.5
2020-03-29,Argentine,18,1,5,-0.8,21.0,0.39
2020-03-29,Australie,14,2,1,1.0,28.0,-0.33
2020-03-29,Autres,10,0,0,,38.0,
2020-03-29,Autriche,68,18,10,0.8,17.0,1.17
2020-03-29,"Azerbaïdjan",4,0,1,-1.0,16.0,-0.67
2020-03-29,"Bahreïn",4,0,0,,13.0,-0.67
2020-03-29,Bangladesh,5,0,0,,11.0,-0.33
2020-03-29,Belgique,353,78,64,0.22,18.0,0.49
2020-03-29,"Bosnie-Herzégovine",5,1,1,0.0,8.0,-0.33
2020-03-29,"Brésil",111,25,19,0.32,12.0,0.16
2020-03-29,Bulgarie,7,1,4,-0.75,18.0,-0.75
2020-03-29,"Burkina Faso",11,1,2,-0.5,11.0,-0.46
2020-03-29,Cameroun,2,4,0,,4.0,-1.0
2020-03-29,Canada,61,3,7,-0.57,20.0,0.59
2020-03-29,Chili,6,1,1,0.0,7.0,-0.17
2020-03-29,Chypre,5,0,0,,7.0,-1.0
2020-03-29,Colombie,6,4,0,,7.0,-0.38
2020-03-29,"Corée du Sud",144,8,5,0.6,38.0,0.44
2020-03-29,"Costa Rica",2,0,0,,10.0,
2020-03-29,Croatie,5,1,2,-0.5,10.0,-0.75
2020-03-29,Cuba,3,0,1,-1.0,11.0,-1.0
2020-03-29,Danemark,65,7,13,-0.46,15.0,0.29
2020-03-29,Espagne,5982,821,844,-0.03,26.0,0.15
2020-03-29,Finlande,9,2,2,0.0,8.0,0.0
2020-03-29,France,2314,292,319,-0.08,43.0,0.19
2020-03-29,"Fédération de Russie",4,4,0,,10.0,-1.0
2020-03-29,Ghana,5,0,1,-1.0,8.0,-1.0
2020-03-29,"Grèce",32,6,4,0.5,18.0,0.31
2020-03-29,Guadeloupe,2,2,1,1.0,7.0,0.0
2020-03-29,Hong-Kong,4,0,0,,54.0,
2020-03-29,Hongrie,11,2,1,1.0,14.0,0.0
2020-03-29,Inde,24,3,4,-0.25,18.0,0.15
2020-03-29,"Indonésie",102,12,15,-0.2,18.0,1.31
2020-03-29,Iraq,42,0,2,-1.0,25.0,0.06
2020-03-29,Irlande,36,10,14,-0.29,18.0,1.17
2020-03-29,Islande,2,0,0,,14.0,-1.0
2020-03-29,"Israël",12,3,0,,8.0,-0.04
2020-03-29,Italie,10023,756,889,-0.15,37.0,0.03
2020-03-29,Japon,52,2,3,-0.33,45.0,0.76
2020-03-29,Liban,8,2,0,,19.0,-1.0
2020-03-29,Lituanie,7,0,2,-1.0,8.0,0.0
2020-03-29,Luxembourg,18,3,3,0.0,15.0,1.5
2020-03-29,"Macédoine",4,2,1,1.0,7.0,-0.25
2020-03-29,Malaisie,27,8,1,7.0,12.0,0.89
2020-03-29,Maroc,25,1,2,-0.5,19.0,0.51
2020-03-29,Maurice,2,1,0,,8.0,-1.0
2020-03-29,Mexique,12,4,4,0.0,10.0,0.33
2020-03-29,Moldavie,2,0,0,,11.0,-1.0
2020-03-29,"Norvège",23,2,4,-0.5,15.0,-0.41
2020-03-29,"Ouzbékistan",2,0,1,-1.0,2.0,-0.5
2020-03-29,Pakistan,12,2,1,1.0,10.0,0.29
2020-03-29,Paraguay,3,0,0,,8.0,-0.5
2020-03-29,Pays-Bas,640,132,93,0.42,23.0,0.22
2020-03-29,Philippines,68,3,14,-0.79,56.0,0.21
2020-03-29,Pologne,18,4,2,1.0,17.0,0.17
2020-03-29,Portugal,100,19,24,-0.21,12.0,0.65
2020-03-29,"Pérou",16,2,5,-0.6,9.0,-0.03
2020-03-29,Roumanie,37,6,11,-0.45,7.0,0.36
2020-03-29,Royaume-Uni,1021,210,260,-0.19,24.0,0.39
2020-03-29,"Rép. Dém. du Congo",6,0,3,-1.0,8.0,-1.0
2020-03-29,"République Dominicaine",28,11,8,0.38,12.0,-0.3
2020-03-29,"République Tchèque",11,5,2,1.5,7.0,0.0
2020-03-29,Saint-Marin,22,0,1,-1.0,26.0,-1.0
2020-03-29,Serbie,10,3,9,-0.67,9.0,-1.33
2020-03-29,Singapour,2,1,0,,8.0,
2020-03-29,"Slovénie",9,2,0,,15.0,0.17
2020-03-29,Suisse,264,36,33,0.09,24.0,1.96
2020-03-29,"Suède",105,5,0,,18.0,0.93
2020-03-29,"Taïwan",2,0,0,,42.0,
2020-03-29,"Thaïlande",6,1,1,0.0,28.0,-0.33
2020-03-29,"Trinité-et-Tobago",3,0,1,-1.0,4.0,-0.67
2020-03-29,Tunisie,8,0,2,-1.0,10.0,-0.6
2020-03-29,Turquie,108,23,16,0.44,12.0,0.14
2020-03-29,Ukraine,9,1,4,-0.75,16.0,-0.88
2020-03-29,Venezuela,2,0,1,-1.0,2.0,-0.5
2020-03-29,"Égypte",36,4,6,-0.33,21.0,0.3
2020-03-29,"Émirats Arabes Unis",2,1,0,,9.0,
2020-03-29,"Équateur",48,10,12,-0.17,15.0,1.3
2020-03-29,"États-Unis",2026,441,445,-0.01,29.0,0.22
2020-03-30,Afghanistan,4,0,0,,8.0,0.0
2020-03-30,"Afrique du Sud",2,1,1,0.0,3.0,-0.5
2020-03-30,Albanie,10,1,0,,19.0,-0.3
2020-03-30,"Algérie",31,4,2,1.0,18.0,0.49
2020-03-30,Allemagne,533,112,100,0.12,21.0,0.22
2020-03-30,Andorre,6,2,3,-0.33,8.0,-0.67
2020-03-30,Angola,2,0,2,-1.0,1.0,-1.0
2020-03-30,"Arabie Saoudite",8,0,4,-1.0,6.0,0.2
2020-03-30,Argentine,19,4,1,3.0,22.0,0.83
2020-03-30,"Arménie",3,0,2,-1.0,4.0,-1.0
2020-03-30,Australie,16,1,2,-0.5,29.0,-0.38
2020-03-30,Autres,10,0,0,,39.0,
2020-03-30,Autriche,86,22,18,0.22,18.0,1.26
2020-03-30,"Azerbaïdjan",4,0,0,,17.0,-0.67
2020-03-30,"Bahreïn",4,0,0,,14.0,-0.5
2020-03-30,Bangladesh,5,0,0,,12.0,-0.33
2020-03-30,Belgique,431,82,78,0.05,19.0,0.41
2020-03-30,"Bosnie-Herzégovine",6,4,1,3.0,9.0,0.5
2020-03-30,"Brésil",136,23,25,-0.08,13.0,0.16
2020-03-30,Bulgarie,8,0,1,-1.0,19.0,-0.88
2020-03-30,"Burkina Faso",12,0,1,-1.0,12.0,-0.46
2020-03-30,Cameroun,6,0,4,-1.0,5.0,-1.0
2020-03-30,Canada,64,16,3,4.33,21.0,1.06
2020-03-30,Chili,7,1,1,0.0,8.0,-0.17
2020-03-30,Chypre,5,2,0,,8.0,-1.0
2020-03-30,Colombie,10,2,4,-0.5,8.0,-0.38
2020-03-30,"Corée du Sud",152,6,8,-0.25,39.0,0.05
2020-03-30,"Costa Rica",2,0,0,,11.0,
2020-03-30,Croatie,6,0,1,-1.0,11.0,-0.83
2020-03-30,Cuba,3,1,0,,12.0,-1.0
2020-03-30,Danemark,72,5,7,-0.29,16.0,0.21
2020-03-30,Espagne,6803,913,821,0.11,27.0,0.1
2020-03-30,Estonie,3,0,2,-1.0,5.0,-1.0
2020-03-30,Finlande,11,2,2,0.0,9.0,0.0
2020-03-30,France,2606,418,292,0.43,44.0,0.15
2020-03-30,"Fédération de Russie",8,1,4,-0.75,11.0,-0.92
2020-03-30,Ghana,5,0,0,,9.0,-1.0
2020-03-30,"Grèce",38,5,6,-0.17,19.0,0.29
2020-03-30,Guadeloupe,4,0,2,-1.0,8.0,0.0
2020-03-30,Honduras,3,4,2,1.0,4.0,0.0
2020-03-30,Hong-Kong,4,0,0,,55.0,
2020-03-30,Hongrie,13,2,2,0.0,15.0,0.1
2020-03-30,Inde,27,5,3,0.67,19.0,0.28
2020-03-30,"Indonésie",114,8,12,-0.33,19.0,1.39
2020-03-30,Iraq,42,4,0,,26.0,0.07
2020-03-30,Irlande,46,8,10,-0.2,19.0,1.0
2020-03-30,Islande,2,0,0,,15.0,-1.0
2020-03-30,"Israël",15,1,3,-0.67,9.0,-0.17
2020-03-30,Italie,10779,812,756,0.07,38.0,0.05
2020-03-30,Japon,54,0,2,-1.0,46.0,-0.1
2020-03-30,Jordanie,3,2,2,0.0,3.0,-0.5
2020-03-30,Liban,10,1,2,-0.5,20.0,-0.83
2020-03-30,Lituanie,7,0,0,,9.0,0.0
2020-03-30,Luxembourg,21,1,3,-0.67,16.0,0.96
2020-03-30,"Macédoine",6,1,2,-0.5,8.0,-0.38
2020-03-30,Malaisie,35,2,8,-0.75,13.0,0.83
2020-03-30,Maroc,26,7,1,6.0,20.0,1.68
2020-03-30,Maurice,3,0,1,-1.0,9.0,-1.0
2020-03-30,Mexique,16,4,4,0.0,11.0,0.29
2020-03-30,Moldavie,2,0,0,,12.0,-1.0
2020-03-30,"Norvège",25,7,2,2.5,16.0,0.08
2020-03-30,"Ouzbékistan",2,0,0,,3.0,-0.5
2020-03-30,Pakistan,14,7,2,2.5,11.0,0.5
2020-03-30,Paraguay,3,0,0,,9.0,-0.5
2020-03-30,Pays-Bas,772,93,132,-0.3,24.0,0.21
2020-03-30,Philippines,71,7,3,1.33,57.0,0.35
2020-03-30,Pologne,22,9,4,1.25,18.0,0.46
2020-03-30,Portugal,119,21,19,0.11,13.0,0.16
2020-03-30,"Pérou",18,6,2,2.0,10.0,0.38
2020-03-30,Roumanie,43,22,6,2.67,8.0,0.7
2020-03-30,Royaume-Uni,1231,180,210,-0.14,25.0,0.35
2020-03-30,"Rép. Dém. du Congo",6,2,0,,9.0,-1.0
2020-03-30,"République Dominicaine",39,3,11,-0.73,13.0,-0.24
2020-03-30,"République Tchèque",16,7,5,0.4,8.0,0.28
2020-03-30,Saint-Marin,22,3,0,,27.0,-1.0
2020-03-30,Serbie,13,3,3,0.0,10.0,-1.33
2020-03-30,Singapour,3,0,1,-1.0,9.0,-1.0
2020-03-30,"Slovénie",11,0,2,-1.0,16.0,0.0
2020-03-30,Suisse,300,59,36,0.64,25.0,2.06
2020-03-30,"Suède",110,36,5,6.2,19.0,1.46
2020-03-30,"Taïwan",2,3,0,,43.0,
2020-03-30,"Thaïlande",7,2,1,1.0,29.0,0.0
2020-03-30,"Trinité-et-Tobago",3,0,0,,5.0,-0.67
2020-03-30,Tunisie,8,0,0,,11.0,-0.5
2020-03-30,Turquie,131,37,23,0.61,13.0,0.32
2020-03-30,Ukraine,10,3,1,2.0,17.0,0.08
2020-03-30,Venezuela,2,1,0,,3.0,-0.5
2020-03-30,"Égypte",40,1,4,-0.75,22.0,0.16
2020-03-30,"Émirats Arabes Unis",3,2,1,1.0,10.0,1.0
2020-03-30,"Équateur",58,2,10,-0.8,16.0,1.25
2020-03-30,"États-Unis",2467,511,441,0.16,30.0,0.23
2020-03-31,Afghanistan,4,0,0,,9.0,0.0
2020-03-31,"Afrique du Sud",3,2,1,1.0,4.0,0.0
2020-03-31,Albanie,11,4,1,3.0,20.0,0.4
2020-03-31,"Algérie",35,9,4,1.25,19.0,0.6
2020-03-31,Allemagne,645,130,112,0.16,22.0,0.22
2020-03-31,Andorre,8,4,2,1.0,9.0,-0.11
2020-03-31,Angola,2,0,0,,2.0,-1.0
2020-03-31,"Arabie Saoudite",8,2,0,,7.0,0.2
2020-03-31,Argentine,23,4,4,0.0,23.0,0.71
2020-03-31,"Arménie",3,0,0,,5.0,-1.0
2020-03-31,Australie,17,1,1,0.0,30.0,-0.3
2020-03-31,Autres,10,0,0,,40.0,
2020-03-31,Autriche,108,20,22,-0.09,19.0,1.19
2020-03-31,"Azerbaïdjan",4,1,0,,18.0,-0.67
2020-03-31,"Bahreïn",4,0,0,,15.0,-0.5
2020-03-31,Bangladesh,5,0,0,,13.0,-0.5
2020-03-31,Belgique,513,192,82,1.34,20.0,0.37
2020-03-31,Bolivie,4,2,3,-0.33,2.0,0.83
2020-03-31,"Bosnie-Herzégovine",10,3,4,-0.25,10.0,0.35
2020-03-31,"Brésil",159,42,23,0.83,14.0,0.23
2020-03-31,Bulgarie,8,0,0,,20.0,-0.88
2020-03-31,"Burkina Faso",12,2,0,,13.0,-0.46
2020-03-31,Cameroun,6,0,0,,6.0,-1.0
2020-03-31,Canada,80,21,16,0.31,22.0,1.22
2020-03-31,Chili,8,4,1,3.0,9.0,0.5
2020-03-31,Chypre,7,1,2,-0.5,9.0,-0.83
2020-03-31,Colombie,12,4,2,1.0,9.0,0.13
2020-03-31,"Corée du Sud",158,4,6,-0.33,40.0,-0.04
2020-03-31,"Costa Rica",2,0,0,,12.0,
2020-03-31,Croatie,6,0,0,,12.0,-0.83
2020-03-31,Cuba,4,2,1,1.0,13.0,-0.33
2020-03-31,Danemark,77,13,5,1.6,17.0,0.48
2020-03-31,Espagne,7716,748,913,-0.18,28.0,0.09
2020-03-31,Estonie,3,1,0,,6.0,-1.0
2020-03-31,Finlande,13,4,2,1.0,10.0,0.17
2020-03-31,France,3024,499,418,0.19,45.0,0.14
2020-03-31,"Fédération de Russie",9,8,1,7.0,12.0,1.06
2020-03-31,Ghana,5,0,0,,10.0,-1.0
2020-03-31,"Grèce",43,6,5,0.2,20.0,0.24
2020-03-31,Guadeloupe,4,0,0,,9.0,0.0
2020-03-31,Honduras,7,0,4,-1.0,5.0,-0.33
2020-03-31,Hong-Kong,4,0,0,,56.0,
2020-03-31,Hongrie,15,1,2,-0.5,16.0,-0.2
2020-03-31,Inde,32,3,5,-0.4,20.0,0.4
2020-03-31,"Indonésie",122,14,8,0.75,20.0,0.79
2020-03-31,Iraq,46,4,4,0.0,27.0,0.01
2020-03-31,Irlande,54,17,8,1.13,20.0,1.23
2020-03-31,Islande,2,0,0,,16.0,-1.0
2020-03-31,"Israël",16,4,1,3.0,10.0,0.36
2020-03-31,Italie,11591,837,812,0.03,39.0,0.03
2020-03-31,Japon,54,2,0,,47.0,0.03
2020-03-31,Jordanie,5,0,2,-1.0,4.0,-0.67
2020-03-31,Liban,11,1,1,0.0,21.0,-0.63
2020-03-31,Lituanie,7,1,0,,10.0,0.0
2020-03-31,Luxembourg,22,1,1,0.0,17.0,0.77
2020-03-31,"Macédoine",7,2,1,1.0,9.0,0.13
2020-03-31,Malaisie,37,6,2,2.0,14.0,1.19
2020-03-31,Mali,2,0,1,-1.0,2.0,-0.5
2020-03-31,Maroc,33,3,7,-0.57,21.0,1.36
2020-03-31,Maurice,3,2,0,,10.0,-1.0
2020-03-31,Mexique,20,8,4,1.0,12.0,0.43
2020-03-31,Moldavie,2,2,0,,13.0,-1.0
2020-03-31,Niger,3,0,2,-1.0,6.0,-1.0
2020-03-31,"Nigéria",2,0,1,-1.0,8.0,-1.0
2020-03-31,"Norvège",32,7,7,0.0,17.0,0.13
2020-03-31,"Ouzbékistan",2,0,0,,4.0,-0.5
2020-03-31,Pakistan,21,5,7,-0.29,12.0,0.53
2020-03-31,Paraguay,3,0,0,,10.0,-0.5
2020-03-31,Pays-Bas,865,175,93,0.88,25.0,0.22
2020-03-31,Philippines,78,10,7,0.43,58.0,0.52
2020-03-31,Pologne,31,2,9,-0.78,19.0,0.16
2020-03-31,Portugal,140,20,21,-0.05,14.0,0.14
2020-03-31,"Pérou",24,6,6,0.0,11.0,0.32
2020-03-31,Roumanie,65,17,22,-0.23,9.0,0.66
2020-03-31,Royaume-Uni,1411,382,180,1.12,26.0,0.42
2020-03-31,"Rép. Dém. du Congo",8,0,2,-1.0,10.0,-1.0
2020-03-31,"République Dominicaine",42,9,3,2.0,14.0,0.13
2020-03-31,"République Tchèque",23,8,7,0.14,9.0,0.26
2020-03-31,Saint-Marin,25,1,3,-0.67,28.0,-0.89
2020-03-31,Serbie,16,0,3,-1.0,11.0,-1.33
2020-03-31,Singapour,3,0,0,,10.0,-1.0
2020-03-31,"Slovénie",11,4,0,,17.0,0.0
2020-03-31,"Sri Lanka",2,0,1,-1.0,3.0,-1.0
2020-03-31,Suisse,359,74,59,0.25,26.0,2.23
2020-03-31,"Suède",146,34,36,-0.06,20.0,1.16
2020-03-31,Syrie,2,0,1,-1.0,2.0,-0.5
2020-03-31,"Taïwan",5,0,3,-1.0,44.0,-1.0
2020-03-31,"Thaïlande",9,1,2,-0.5,30.0,-0.1
2020-03-31,"Trinité-et-Tobago",3,0,0,,6.0,-0.67
2020-03-31,Tunisie,8,2,0,,12.0,-0.5
2020-03-31,Turquie,168,46,37,0.24,14.0,0.36
2020-03-31,Ukraine,13,4,3,0.33,18.0,0.15
2020-03-31,Venezuela,3,0,1,-1.0,4.0,-0.67
2020-03-31,"Égypte",41,5,1,4.0,23.0,0.85
2020-03-31,"Émirats Arabes Unis",5,1,2,-0.5,11.0,0.25
2020-03-31,"Équateur",60,15,2,6.5,17.0,2.0
2020-03-31,"États-Unis",2978,895,511,0.75,31.0,0.31
2020-04-01,Afghanistan,4,0,0,,10.0,0.0
2020-04-01,"Afrique du Sud",5,0,2,-1.0,5.0,-0.25
2020-04-01,Albanie,15,0,4,-1.0,21.0,0.4
2020-04-01,"Algérie",44,14,9,0.56,20.0,0.67
2020-04-01,Allemagne,775,145,130,0.12,23.0,0.17
2020-04-01,Andorre,12,2,4,-0.5,10.0,-0.21
2020-04-01,Angola,2,0,0,,3.0,-1.0
2020-04-01,"Arabie Saoudite",10,6,2,2.0,8.0,0.6
2020-04-01,Argentine,27,1,4,-0.75,24.0,0.6
2020-04-01,"Arménie",3,1,0,,6.0,-1.0
2020-04-01,Australie,18,2,1,1.0,31.0,0.1
2020-04-01,Autres,10,3,0,,41.0,
2020-04-01,Autriche,128,18,20,-0.1,20.0,1.27
2020-04-01,"Azerbaïdjan",5,0,1,-1.0,19.0,-0.75
2020-04-01,"Bahreïn",4,0,0,,16.0,-1.0
2020-04-01,Bangladesh,5,1,0,,14.0,-1.0
2020-04-01,Belgique,705,123,192,-0.36,21.0,0.22
2020-04-01,Bolivie,6,1,2,-0.5,3.0,0.39
2020-04-01,"Bosnie-Herzégovine",13,0,3,-1.0,11.0,0.35
2020-04-01,"Brésil",201,39,42,-0.07,15.0,0.21
2020-04-01,Bulgarie,8,2,0,,21.0,-0.88
2020-04-01,"Burkina Faso",14,2,2,0.0,14.0,-0.37
2020-04-01,Cameroun,6,0,0,,7.0,-1.0
2020-04-01,Canada,101,8,21,-0.62,23.0,0.7
2020-04-01,Chili,12,4,4,0.0,10.0,0.43
2020-04-01,Chypre,8,1,1,0.0,10.0,-0.5
2020-04-01,Colombie,16,1,4,-0.75,10.0,-0.05
2020-04-01,"Corée du Sud",162,3,4,-0.25,41.0,-0.03
2020-04-01,"Costa Rica",2,0,0,,13.0,
2020-04-01,Croatie,6,0,0,,13.0,-0.83
2020-04-01,Cuba,6,0,2,-1.0,14.0,-0.5
2020-04-01,Danemark,90,14,13,0.08,18.0,0.6
2020-04-01,Espagne,8464,923,748,0.23,29.0,0.02
2020-04-01,Estonie,4,1,1,0.0,7.0,-0.67
2020-04-01,Finlande,17,0,4,-1.0,11.0,0.0
2020-04-01,France,3523,509,499,0.02,46.0,0.15
2020-04-01,"Fédération de Russie",17,7,8,-0.13,13.0,0.83
2020-04-01,Ghana,5,0,0,,11.0,-1.0
2020-04-01,"Grèce",49,1,6,-0.83,21.0,0.17
2020-04-01,Guadeloupe,4,2,0,,10.0,0.0
2020-04-01,Honduras,7,3,0,,6.0,-0.33
2020-04-01,Hong-Kong,4,0,0,,57.0,
2020-04-01,Hongrie,16,4,1,3.0,17.0,0.5
2020-04-01,Inde,35,23,3,6.67,21.0,1.45
2020-04-01,"Indonésie",136,21,14,0.5,21.0,0.93
2020-04-01,Iraq,50,2,4,-0.5,28.0,0.01
2020-04-01,Irlande,71,14,17,-0.18,21.0,1.06
2020-04-01,Islande,2,0,0,,17.0,
2020-04-01,"Israël",20,6,4,0.5,11.0,0.44
2020-04-01,Italie,12428,727,837,-0.13,40.0,0.02
2020-04-01,Japon,56,1,2,-0.5,48.0,-0.22
2020-04-01,Jordanie,5,0,0,,5.0,-0.67
2020-04-01,Kazakhstan,2,1,1,0.0,6.0,-0.5
2020-04-01,Liban,12,2,1,1.0,22.0,-0.3
2020-04-01,Lituanie,8,0,1,-1.0,11.0,-0.5
2020-04-01,Luxembourg,23,6,1,5.0,18.0,1.47
2020-04-01,"Macédoine",9,2,2,0.0,10.0,0.1
2020-04-01,Malaisie,43,2,6,-0.67,15.0,0.95
2020-04-01,Mali,2,1,0,,3.0,-0.5
2020-04-01,Maroc,36,3,3,0.0,22.0,1.36
2020-04-01,Martinique,3,0,2,-1.0,16.0,-1.0
2020-04-01,Maurice,5,1,2,-0.5,11.0,-0.75
2020-04-01,Mexique,28,1,8,-0.88,13.0,0.3
2020-04-01,Moldavie,4,1,2,-0.5,14.0,-0.75
2020-04-01,Montenegro,2,0,1,-1.0,9.0,-1.0
2020-04-01,Niger,3,2,0,,7.0,-1.0
2020-04-01,"Nigéria",2,0,0,,9.0,-1.0
2020-04-01,"Norvège",39,5,7,-0.29,18.0,0.09
2020-04-01,"Ouzbékistan",2,0,0,,5.0,-0.5
2020-04-01,Pakistan,26,1,5,-0.8,13.0,0.42
2020-04-01,Paraguay,3,0,0,,11.0,-1.0
2020-04-01,Pays-Bas,1040,135,175,-0.23,26.0,0.15
2020-04-01,Philippines,88,8,10,-0.2,59.0,0.42
2020-04-01,Pologne,33,10,2,4.0,20.0,0.66
2020-04-01,Portugal,160,27,20,0.35,15.0,0.19
2020-04-01,"Pérou",30,8,6,0.33,12.0,0.37
2020-04-01,Qatar,2,0,1,-1.0,4.0,-1.0
2020-04-01,Roumanie,82,10,17,-0.41,10.0,0.53
2020-04-01,Royaume-Uni,1793,564,382,0.48,27.0,0.56
2020-04-01,"Rép. Dém. du Congo",8,1,0,,11.0,-1.0
2020-04-01,"République Dominicaine",51,6,9,-0.33,15.0,0.02
2020-04-01,"République Tchèque",31,8,8,0.0,10.0,0.17
2020-04-01,Saint-Marin,26,0,1,-1.0,29.0,-0.89
2020-04-01,Serbie,16,12,0,,12.0,-1.33
2020-04-01,Singapour,3,0,0,,11.0,-1.0
2020-04-01,"Slovénie",15,0,4,-1.0,18.0,-0.2
2020-04-01,"Sri Lanka",2,1,0,,4.0,-1.0
2020-04-01,Suisse,433,55,74,-0.26,27.0,0.12
2020-04-01,"Suède",180,59,34,0.74,21.0,1.05
2020-04-01,Syrie,2,0,0,,3.0,-0.5
2020-04-01,"Taïwan",5,0,0,,45.0,-1.0
2020-04-01,"Thaïlande",10,2,1,1.0,31.0,0.3
2020-04-01,"Trinité-et-Tobago",3,2,0,,7.0,-0.67
2020-04-01,Tunisie,10,2,2,0.0,13.0,-0.5
2020-04-01,Turquie,214,63,46,0.37,15.0,0.25
2020-04-01,Ukraine,17,3,4,-0.25,19.0,0.07
2020-04-01,Venezuela,3,0,0,,5.0,-0.67
2020-04-01,"Égypte",46,6,5,0.2,24.0,0.87
2020-04-01,"Émirats Arabes Unis",6,2,1,1.0,12.0,0.5
2020-04-01,"Équateur",75,18,15,0.2,18.0,2.15
2020-04-01,"États-Unis",3873,884,895,-0.01,32.0,0.23
2020-04-02,Afghanistan,4,2,0,,11.0,-1.0
2020-04-02,"Afrique du Sud",5,0,0,,6.0,-0.25
2020-04-02,Albanie,15,1,0,,22.0,0.4
2020-04-02,"Algérie",58,28,14,1.0,21.0,0.67
2020-04-02,Allemagne,920,187,145,0.29,24.0,0.18
2020-04-02,Andorre,14,1,2,-0.5,11.0,-0.27
2020-04-02,Angola,2,0,0,,4.0,-1.0
2020-04-02,"Arabie Saoudite",16,5,6,-0.17,9.0,0.57
2020-04-02,Argentine,28,8,1,7.0,25.0,1.67
2020-04-02,"Arménie",4,3,1,2.0,7.0,0.0
2020-04-02,Australie,20,4,2,1.0,32.0,0.25
2020-04-02,Autres,13,0,3,-1.0,42.0,-1.0
2020-04-02,Autriche,146,12,18,-0.33,21.0,0.01
2020-04-02,"Azerbaïdjan",5,0,0,,20.0,-1.0
2020-04-02,"Bahreïn",4,0,0,,17.0,
2020-04-02,Bangladesh,6,0,1,-1.0,15.0,-1.0
2020-04-02,Belgique,828,183,123,0.49,22.0,0.33
2020-04-02,Bolivie,7,1,1,0.0,4.0,0.29
