Date,Pays,Deces,diffDeces0,diffDecesHier,pctgrow,daySince0,moyenne7
2020-04-06,Colombie,35,11,3,2.67,15.0,0.79
2020-04-06,"Congo (Brazzaville)",5,0,3,-1.0,4.0,-1.0
2020-04-06,"Corée du Sud",183,3,6,-0.5,46.0,0.01
2020-04-06,"Costa Rica",2,0,0,,18.0,
2020-04-06,Croatie,15,1,3,-0.67,18.0,0.52
2020-04-06,Cuba,8,1,2,-0.5,19.0,-0.17
2020-04-06,"Côte d'Ivoire",3,0,2,-1.0,8.0,-1.0
2020-04-06,Danemark,179,8,18,-0.56,23.0,0.22
2020-04-06,"El Salvador",3,1,0,,6.0,-1.0
2020-04-06,Espagne,12641,700,694,0.01,34.0,-0.03
2020-04-06,Estonie,15,4,2,1.0,12.0,1.03
2020-04-06,Finlande,28,-1,3,-1.33,16.0,0.29
2020-04-06,France,8078,833,518,0.61,51.0,0.25
2020-04-06,"Fédération de Russie",45,2,2,0.0,18.0,0.98
2020-04-06,Ghana,5,0,0,,16.0,
2020-04-06,"Grèce",73,6,5,0.2,26.0,0.49
2020-04-06,Guadeloupe,7,0,0,,15.0,-1.0
2020-04-06,Guatemala,2,1,0,,21.0,-1.0
2020-04-06,"Géorgie",2,0,1,-1.0,2.0,-0.5
2020-04-06,Honduras,22,0,7,-1.0,11.0,-0.68
2020-04-06,Hong-Kong,4,0,0,,62.0,
2020-04-06,Hongrie,34,4,2,1.0,22.0,0.9
2020-04-06,Inde,99,37,13,1.85,26.0,1.11
2020-04-06,"Indonésie",198,11,7,0.57,26.0,0.13
2020-04-06,Iraq,61,3,5,-0.4,33.0,-0.07
2020-04-06,Irlande,158,16,21,-0.24,26.0,0.19
2020-04-06,Islande,4,2,0,,22.0,-1.0
2020-04-06,"Israël",49,8,5,0.6,16.0,0.63
2020-04-06,Italie,15887,636,525,0.21,45.0,-0.03
2020-04-06,"Jamaïque",3,0,0,,18.0,-1.0
2020-04-06,Japon,77,8,0,,53.0,2.94
2020-04-06,Jordanie,5,1,0,,10.0,-1.0
2020-04-06,Kazakhstan,6,0,1,-1.0,11.0,-1.07
2020-04-06,Kenya,4,2,0,,11.0,-0.75
2020-04-06,Liban,18,1,1,0.0,27.0,-0.08
2020-04-06,"Libéria",3,0,2,-1.0,2.0,0.0
2020-04-06,Lituanie,13,2,2,0.0,16.0,-0.5
2020-04-06,Luxembourg,36,5,5,0.0,23.0,0.53
2020-04-06,"Macédoine",18,5,1,4.0,15.0,1.2
2020-04-06,Malaisie,61,1,4,-0.75,20.0,0.29
2020-04-06,Mali,5,0,2,-1.0,8.0,-1.0
2020-04-06,Maroc,70,10,11,-0.09,27.0,0.22
2020-04-06,Martinique,4,0,1,-1.0,21.0,-1.0
2020-04-06,Maurice,7,0,0,,16.0,-0.5
2020-04-06,Mayotte,2,0,0,,6.0,-1.0
2020-04-06,Mexique,79,15,19,-0.21,18.0,1.17
2020-04-06,Moldavie,15,4,3,0.33,19.0,0.26
2020-04-06,Montenegro,2,0,0,,14.0,-1.0
2020-04-06,Niger,10,0,2,-1.0,12.0,-0.83
2020-04-06,"Nigéria",5,0,1,-1.0,14.0,-1.0
2020-04-06,"Norvège",71,5,9,-0.44,23.0,0.19
2020-04-06,Oman,2,0,0,,6.0,-1.0
2020-04-06,"Ouzbékistan",2,0,0,,10.0,
2020-04-06,Pakistan,47,6,6,0.0,18.0,1.28
2020-04-06,Paraguay,3,2,0,,16.0,
2020-04-06,Pays-Bas,1771,103,115,-0.1,31.0,0.07
2020-04-06,Philippines,152,11,8,0.38,64.0,0.27
2020-04-06,Pologne,94,13,15,-0.13,25.0,0.56
2020-04-06,Portugal,295,16,29,-0.45,20.0,0.05
2020-04-06,"Pérou",83,9,10,-0.1,17.0,0.22
2020-04-06,Qatar,4,0,1,-1.0,9.0,-1.0
2020-04-06,Roumanie,151,25,5,4.0,15.0,0.51
2020-04-06,Royaume-Uni,4943,442,623,-0.29,32.0,0.2
2020-04-06,"Rép. Dém. du Congo",18,0,0,,16.0,0.0
2020-04-06,"République Dominicaine",82,4,14,-0.71,20.0,0.19
2020-04-06,"République Tchèque",67,11,8,0.38,15.0,0.13
2020-04-06,"Saint Martin",2,0,0,,7.0,-1.0
2020-04-06,Saint-Marin,32,0,0,,34.0,-0.92
2020-04-06,Serbie,51,7,7,0.0,17.0,-0.01
2020-04-06,Singapour,6,0,0,,16.0,-0.33
2020-04-06,"Slovénie",28,2,6,-0.67,23.0,0.1
2020-04-06,"Sri Lanka",5,0,0,,9.0,-0.75
2020-04-06,Suisse,715,50,49,0.02,32.0,0.01
2020-04-06,"Suède",401,76,28,1.71,26.0,0.35
2020-04-06,Syrie,2,0,0,,8.0,-1.0
2020-04-06,"Sénégal",2,0,0,,5.0,-1.0
2020-04-06,"Taïwan",5,0,0,,50.0,-1.0
2020-04-06,"Thaïlande",23,3,3,0.0,36.0,0.37
2020-04-06,Togo,3,0,0,,10.0,-1.0
2020-04-06,"Trinité-et-Tobago",7,1,1,0.0,12.0,-0.67
2020-04-06,Tunisie,22,0,4,-1.0,18.0,-0.2
2020-04-06,Turquie,574,75,73,0.03,20.0,0.12
2020-04-06,Ukraine,37,1,5,-0.8,24.0,0.06
2020-04-06,Uruguay,5,1,0,,8.0,-0.33
2020-04-06,Venezuela,7,0,0,,10.0,-0.67
2020-04-06,"Égypte",78,7,7,0.0,29.0,0.65
2020-04-06,"Émirats Arabes Unis",10,1,0,,17.0,-0.3
2020-04-06,"Équateur",180,11,8,0.38,23.0,0.98
2020-04-06,"États-Unis",9619,1164,1212,-0.04,37.0,0.15
2020-04-06,"Éthiopie",2,0,2,-1.0,1.0,-1.0
2020-04-07,Afghanistan,11,3,4,-0.25,16.0,-0.75
2020-04-07,"Afrique du Sud",12,1,1,0.0,11.0,-0.63
2020-04-07,Albanie,21,1,1,0.0,27.0,0.0
2020-04-07,"Algérie",173,20,21,-0.05,26.0,0.19
2020-04-07,Allemagne,1810,206,226,-0.09,29.0,0.09
2020-04-07,Andorre,21,1,3,-0.67,16.0,0.05
2020-04-07,Angola,2,0,0,,9.0,
2020-04-07,"Arabie Saoudite",38,3,4,-0.25,14.0,0.2
2020-04-07,Argentine,48,8,4,1.0,30.0,1.32
2020-04-07,"Arménie",8,0,1,-1.0,12.0,0.0
2020-04-07,Australie,40,5,5,0.0,37.0,0.43
2020-04-07,Autres,13,0,0,,47.0,-1.0
2020-04-07,Autriche,220,23,16,0.44,26.0,0.08
2020-04-07,"Azerbaïdjan",7,1,0,,25.0,-1.0
2020-04-07,Bahamas,5,1,1,0.0,6.0,-0.67
2020-04-07,"Bahreïn",4,1,0,,22.0,
2020-04-07,Bangladesh,12,5,3,0.67,20.0,0.29
2020-04-07,Barbade,2,1,1,0.0,2.0,0.0
2020-04-07,Belgique,1632,403,185,1.18,27.0,0.2
2020-04-07,Bolivie,11,3,1,2.0,9.0,0.08
2020-04-07,"Bosnie-Herzégovine",29,4,6,-0.33,17.0,0.42
2020-04-07,"Brésil",564,122,78,0.56,21.0,0.41
2020-04-07,Bulgarie,22,1,2,-0.5,27.0,-0.42
2020-04-07,"Burkina Faso",18,1,1,0.0,20.0,-0.25
2020-04-07,"Bélarus",13,0,5,-1.0,7.0,0.28
2020-04-07,Cameroun,9,0,0,,13.0,-0.33
2020-04-07,Canada,339,36,80,-0.55,29.0,0.41
2020-04-07,Chili,37,6,3,1.0,16.0,0.23
2020-04-07,Chypre,9,0,0,,16.0,-0.4
2020-04-07,Colombie,46,4,11,-0.64,16.0,0.55
2020-04-07,"Congo (Brazzaville)",5,0,0,,5.0,-1.0
2020-04-07,"Corée du Sud",186,6,3,1.0,47.0,0.2
2020-04-07,"Costa Rica",2,0,0,,19.0,
2020-04-07,Croatie,16,2,1,1.0,19.0,0.62
2020-04-07,Cuba,9,2,1,1.0,20.0,-0.17
2020-04-07,"Côte d'Ivoire",3,0,0,,9.0,-1.0
2020-04-07,Danemark,187,16,8,1.0,24.0,0.13
2020-04-07,"El Salvador",4,0,1,-1.0,7.0,-1.0
2020-04-07,Espagne,13341,704,700,0.01,35.0,0.0
2020-04-07,Estonie,19,2,4,-0.5,13.0,0.81
2020-04-07,Finlande,27,7,-1,-8.0,17.0,-1.21
2020-04-07,France,8911,1417,833,0.7,52.0,0.32
2020-04-07,"Fédération de Russie",47,11,2,4.5,19.0,0.62
2020-04-07,Ghana,5,0,0,,17.0,
2020-04-07,"Grèce",79,2,6,-0.67,27.0,0.36
2020-04-07,Guadeloupe,7,0,0,,16.0,-1.0
2020-04-07,Guatemala,3,0,1,-1.0,22.0,-1.0
2020-04-07,"Géorgie",2,1,0,,3.0,-0.5
2020-04-07,Honduras,22,0,0,,12.0,-0.6
2020-04-07,Hong-Kong,4,0,0,,63.0,
2020-04-07,Hongrie,38,9,4,1.25,23.0,1.15
2020-04-07,Inde,136,14,37,-0.62,27.0,1.07
2020-04-07,"Indonésie",209,12,11,0.09,27.0,0.03
2020-04-07,Iraq,64,1,3,-0.67,34.0,-0.18
2020-04-07,Irlande,174,36,16,1.25,27.0,0.21
2020-04-07,Islande,6,0,2,-1.0,23.0,-1.0
2020-04-07,"Israël",57,8,8,0.0,17.0,0.2
2020-04-07,Italie,16523,604,636,-0.05,46.0,-0.04
2020-04-07,"Jamaïque",3,0,0,,19.0,-1.0
2020-04-07,Japon,85,7,8,-0.13,54.0,2.43
2020-04-07,Jordanie,6,0,1,-1.0,11.0,-1.0
2020-04-07,Kazakhstan,6,0,0,,12.0,-1.07
2020-04-07,Kenya,6,0,2,-1.0,12.0,-0.83
2020-04-07,Kirghizistan,4,0,3,-1.0,4.0,-1.0
2020-04-07,Liban,19,0,1,-1.0,28.0,-0.25
2020-04-07,"Libéria",3,0,0,,3.0,0.0
2020-04-07,Lituanie,15,0,2,-1.0,17.0,-0.6
2020-04-07,Luxembourg,41,3,5,-0.4,24.0,0.46
2020-04-07,"Macédoine",23,3,5,-0.4,16.0,0.97
2020-04-07,Malaisie,62,1,1,0.0,21.0,0.0
2020-04-07,Mali,5,0,0,,9.0,-1.0
2020-04-07,Maroc,80,10,10,0.0,28.0,0.3
2020-04-07,Martinique,4,0,0,,22.0,-1.0
2020-04-07,Maurice,7,0,0,,17.0,-0.5
2020-04-07,Mayotte,2,0,0,,7.0,-1.0
2020-04-07,Mexique,94,31,15,1.07,19.0,1.18
2020-04-07,Moldavie,19,3,4,-0.25,20.0,0.19
2020-04-07,Montenegro,2,0,0,,15.0,-1.0
2020-04-07,Niger,10,1,0,,13.0,-0.78
2020-04-07,"Nigéria",5,1,0,,15.0,-1.0
2020-04-07,"Norvège",76,13,5,1.6,24.0,0.41
2020-04-07,Oman,2,0,0,,7.0,-1.0
2020-04-07,"Ouzbékistan",2,0,0,,11.0,
2020-04-07,Pakistan,53,4,6,-0.33,19.0,1.27
2020-04-07,Paraguay,5,0,2,-1.0,17.0,-1.0
2020-04-07,Pays-Bas,1874,234,103,1.27,32.0,0.12
2020-04-07,Philippines,163,14,11,0.27,65.0,0.25
2020-04-07,Pologne,107,22,13,0.69,26.0,0.77
2020-04-07,Portugal,311,34,16,1.13,21.0,0.22
2020-04-07,"Pérou",92,15,9,0.67,18.0,0.32
2020-04-07,Qatar,4,2,0,,10.0,-1.0
2020-04-07,Roumanie,176,21,25,-0.16,16.0,0.52
2020-04-07,Royaume-Uni,5385,786,442,0.78,33.0,0.16
2020-04-07,"Rép. Dém. du Congo",18,0,0,,17.0,0.33
2020-04-07,"République Dominicaine",86,12,4,2.0,21.0,0.19
2020-04-07,"République Tchèque",78,10,11,-0.09,16.0,0.1
2020-04-07,"Saint Martin",2,0,0,,8.0,-1.0
2020-04-07,Saint-Marin,32,2,0,,35.0,-1.0
2020-04-07,Serbie,58,3,7,-0.57,18.0,0.06
2020-04-07,Singapour,6,0,0,,17.0,-0.33
2020-04-07,Slovaquie,2,0,1,-1.0,6.0,-1.0
2020-04-07,"Slovénie",30,6,2,2.0,24.0,0.42
2020-04-07,"Sri Lanka",5,1,0,,10.0,-0.67
2020-04-07,Suisse,765,56,50,0.12,33.0,-0.01
2020-04-07,"Suède",477,114,76,0.5,27.0,0.43
2020-04-07,Syrie,2,0,0,,9.0,
2020-04-07,"Sénégal",2,0,0,,6.0,-1.0
2020-04-07,"Taïwan",5,0,0,,51.0,
2020-04-07,"Thaïlande",26,1,3,-0.67,37.0,0.35
2020-04-07,Togo,3,0,0,,11.0,-1.0
2020-04-07,"Trinité-et-Tobago",8,0,1,-1.0,13.0,-0.75
2020-04-07,Tunisie,22,1,0,,19.0,-0.2
2020-04-07,Turquie,649,76,75,0.01,21.0,0.09
2020-04-07,Ukraine,38,7,1,6.0,25.0,0.87
2020-04-07,Uruguay,6,1,1,0.0,9.0,-0.25
2020-04-07,Venezuela,7,0,0,,11.0,-0.5
2020-04-07,"Égypte",85,9,7,0.29,30.0,0.12
2020-04-07,"Émirats Arabes Unis",11,1,1,0.0,18.0,-0.2
2020-04-07,"Équateur",191,0,11,-1.0,24.0,-0.09
2020-04-07,"États-Unis",10783,1939,1164,0.67,38.0,0.14
2020-04-07,"Éthiopie",2,0,0,,2.0,-1.0
2020-04-08,Afghanistan,14,0,3,-1.0,17.0,-0.81
2020-04-08,"Afrique du Sud",13,5,1,4.0,12.0,0.63
2020-04-08,Albanie,22,0,1,-1.0,28.0,0.0
2020-04-08,"Algérie",193,12,20,-0.4,27.0,0.05
2020-04-08,Allemagne,2016,333,206,0.62,30.0,0.17
2020-04-08,Andorre,22,1,1,0.0,17.0,0.12
2020-04-08,Angola,2,0,0,,10.0,
2020-04-08,"Arabie Saoudite",41,0,3,-1.0,15.0,-0.22
2020-04-08,Argentine,56,7,8,-0.13,31.0,1.4
2020-04-08,"Arménie",8,1,0,,13.0,0.0
2020-04-08,Australie,45,5,5,0.0,38.0,0.29
2020-04-08,Autres,13,0,0,,48.0,-1.0
2020-04-08,Autriche,243,30,23,0.3,27.0,0.13
2020-04-08,"Azerbaïdjan",8,0,1,-1.0,26.0,-1.0
2020-04-08,Bahamas,6,1,1,0.0,7.0,-0.5
2020-04-08,"Bahreïn",5,0,1,-1.0,23.0,-1.0
2020-04-08,Bangladesh,17,3,5,-0.4,21.0,0.15
2020-04-08,Barbade,3,0,1,-1.0,3.0,-0.33
2020-04-08,Belgique,2035,205,403,-0.49,28.0,0.18
2020-04-08,Bolivie,14,1,3,-0.67,10.0,0.06
2020-04-08,"Bosnie-Herzégovine",33,1,4,-0.75,18.0,0.46
2020-04-08,"Brésil",686,133,122,0.09,22.0,0.44
2020-04-08,Bulgarie,23,1,1,0.0,28.0,-0.35
2020-04-08,"Burkina Faso",19,4,1,3.0,21.0,0.5
2020-04-08,"Bélarus",13,0,0,,8.0,0.33
2020-04-08,Cameroun,9,1,0,,14.0,-0.33
2020-04-08,Canada,375,32,36,-0.11,30.0,0.49
2020-04-08,Chili,43,5,6,-0.17,17.0,0.2
2020-04-08,Chypre,9,0,0,,17.0,-0.5
2020-04-08,Colombie,50,4,4,0.0,17.0,0.66
2020-04-08,"Congo (Brazzaville)",5,0,0,,6.0,-1.0
2020-04-08,"Corée du Sud",192,8,6,0.33,48.0,0.29
2020-04-08,"Costa Rica",2,1,0,,20.0,
2020-04-08,Croatie,18,1,2,-0.5,20.0,0.43
2020-04-08,Cuba,11,1,2,-0.5,21.0,0.0
2020-04-08,"Côte d'Ivoire",3,0,0,,10.0,-1.0
2020-04-08,Danemark,203,15,16,-0.06,25.0,0.11
2020-04-08,"El Salvador",4,1,0,,8.0,-1.0
2020-04-08,Espagne,14045,747,704,0.06,36.0,-0.03
2020-04-08,Estonie,21,3,2,0.5,14.0,0.88
2020-04-08,Finlande,34,6,7,-0.14,18.0,-1.06
2020-04-08,France,10328,541,1417,-0.62,53.0,0.23
2020-04-08,"Fédération de Russie",58,5,11,-0.55,20.0,0.56
2020-04-08,Ghana,5,1,0,,18.0,
2020-04-08,"Grèce",81,2,2,0.0,28.0,0.48
2020-04-08,Guadeloupe,7,1,0,,17.0,-1.0
2020-04-08,Guatemala,3,0,0,,23.0,-1.0
2020-04-08,"Géorgie",3,0,1,-1.0,4.0,-0.67
2020-04-08,Honduras,22,0,0,,13.0,-0.6
2020-04-08,Hong-Kong,4,0,0,,64.0,
2020-04-08,Hongrie,47,11,9,0.22,24.0,0.75
2020-04-08,Inde,150,28,14,1.0,28.0,0.13
2020-04-08,"Indonésie",221,19,12,0.58,28.0,0.05
2020-04-08,Iraq,65,4,1,3.0,35.0,0.41
2020-04-08,Irlande,210,25,36,-0.31,28.0,0.19
2020-04-08,Islande,6,0,0,,24.0,-1.0
2020-04-08,"Israël",65,8,8,0.0,18.0,0.13
2020-04-08,Italie,17127,542,604,-0.1,47.0,-0.03
2020-04-08,"Jamaïque",3,1,0,,20.0,-1.0
2020-04-08,Japon,92,1,7,-0.86,55.0,2.37
2020-04-08,Jordanie,6,0,0,,12.0,-1.0
2020-04-08,Kazakhstan,6,1,0,,13.0,-1.33
2020-04-08,Kenya,6,0,0,,13.0,-0.83
2020-04-08,Kirghizistan,4,0,0,,5.0,-1.0
2020-04-08,Kosovo,4,1,3,-0.67,16.0,-0.67
2020-04-08,Lettonie,2,0,1,-1.0,5.0,-1.0
2020-04-08,Liban,19,0,0,,29.0,-0.5
2020-04-08,"Libéria",3,1,0,,4.0,0.0
2020-04-08,Lituanie,15,0,0,,18.0,-0.5
2020-04-08,Luxembourg,44,2,3,-0.33,25.0,-0.43
2020-04-08,"Macédoine",26,3,3,0.0,17.0,0.97
2020-04-08,Malaisie,63,2,1,1.0,22.0,0.24
2020-04-08,Mali,5,2,0,,10.0,-1.0
2020-04-08,Maroc,90,3,10,-0.7,29.0,0.2
2020-04-08,Martinique,4,2,0,,23.0,-1.0
2020-04-08,Maurice,7,0,0,,18.0,-0.5
2020-04-08,Mayotte,2,0,0,,8.0,-1.0
2020-04-08,Mexique,125,16,31,-0.48,20.0,1.24
2020-04-08,Moldavie,22,5,3,0.67,21.0,0.36
2020-04-08,Montenegro,2,0,0,,16.0,
2020-04-08,Niger,11,0,1,-1.0,14.0,-0.83
2020-04-08,"Nigéria",6,0,1,-1.0,16.0,-1.0
2020-04-08,"Norvège",89,12,13,-0.08,25.0,0.44
2020-04-08,Oman,2,0,0,,8.0,-1.0
2020-04-08,"Ouzbékistan",2,1,0,,12.0,
2020-04-08,Pakistan,57,4,4,0.0,20.0,1.38
2020-04-08,Paraguay,5,0,0,,18.0,-1.0
2020-04-08,Pays-Bas,2108,147,234,-0.37,33.0,0.1
2020-04-08,Philippines,177,5,14,-0.64,66.0,0.18
2020-04-08,Pologne,129,30,22,0.36,27.0,0.25
2020-04-08,Portugal,345,35,34,0.03,22.0,0.17
2020-04-08,"Pérou",107,14,15,-0.07,19.0,0.26
2020-04-08,Qatar,6,0,2,-1.0,11.0,-1.0
2020-04-08,Roumanie,197,23,21,0.1,17.0,0.59
2020-04-08,Royaume-Uni,6171,940,786,0.2,34.0,0.12
2020-04-08,"Rép. Dém. du Congo",18,0,0,,18.0,0.33
2020-04-08,"République Dominicaine",98,10,12,-0.17,22.0,0.21
2020-04-08,"République Tchèque",88,11,10,0.1,17.0,0.12
2020-04-08,"Saint Martin",2,0,0,,9.0,-1.0
2020-04-08,Saint-Marin,34,0,2,-1.0,36.0,-1.0
2020-04-08,Serbie,61,4,3,0.33,19.0,0.1
2020-04-08,Singapour,6,0,0,,18.0,-0.33
2020-04-08,Slovaquie,2,0,0,,7.0,-1.0
2020-04-08,"Slovénie",36,4,6,-0.33,25.0,0.53
2020-04-08,"Sri Lanka",6,1,1,0.0,11.0,-0.5
2020-04-08,Suisse,821,74,56,0.32,34.0,0.07
2020-04-08,"Suède",591,96,114,-0.16,28.0,0.3
2020-04-08,Syrie,2,0,0,,10.0,
2020-04-08,"Sénégal",2,0,0,,7.0,-1.0
2020-04-08,"Taïwan",5,0,0,,52.0,
2020-04-08,"Thaïlande",27,3,1,2.0,38.0,0.49
2020-04-08,Togo,3,0,0,,12.0,-1.0
2020-04-08,"Trinité-et-Tobago",8,0,0,,14.0,-0.75
2020-04-08,Tunisie,23,1,1,0.0,20.0,-0.2
2020-04-08,Turquie,725,87,76,0.14,22.0,0.05
2020-04-08,Ukraine,45,7,7,0.0,26.0,0.91
2020-04-08,Uruguay,7,0,1,-1.0,10.0,-0.4
2020-04-08,Venezuela,7,2,0,,12.0,-0.5
2020-04-08,Zimbabwe,2,1,1,0.0,16.0,0.0
2020-04-08,"Égypte",94,9,9,0.0,31.0,0.09
2020-04-08,"Émirats Arabes Unis",12,0,1,-1.0,19.0,-0.6
2020-04-08,"Équateur",191,51,0,,25.0,-0.14
2020-04-08,"États-Unis",12722,1973,1939,0.02,39.0,0.14
2020-04-08,"Éthiopie",2,0,0,,3.0,-1.0
2020-04-09,Afghanistan,14,1,0,,18.0,-0.81
2020-04-09,"Afrique du Sud",18,0,5,-1.0,13.0,0.3
2020-04-09,Albanie,22,1,0,,29.0,0.0
2020-04-09,"Algérie",205,30,12,1.5,28.0,0.13
2020-04-09,Allemagne,2349,258,333,-0.23,31.0,0.09
2020-04-09,Andorre,23,2,1,1.0,18.0,0.33
2020-04-09,Angola,2,0,0,,11.0,
2020-04-09,Antigua-et-Barbuda,2,0,1,-1.0,2.0,-0.5
2020-04-09,"Arabie Saoudite",41,3,0,,16.0,-0.23
2020-04-09,Argentine,63,9,7,0.29,32.0,0.45
2020-04-09,"Arménie",9,1,1,0.0,14.0,-0.67
2020-04-09,Australie,50,1,5,-0.8,39.0,0.03
2020-04-09,Autres,13,0,0,,49.0,
2020-04-09,Autriche,273,22,30,-0.27,28.0,0.14
2020-04-09,"Azerbaïdjan",8,1,0,,27.0,-1.0
2020-04-09,Bahamas,7,1,1,0.0,8.0,-0.25
2020-04-09,"Bahreïn",5,0,0,,24.0,-1.0
2020-04-09,Bangladesh,20,1,3,-0.67,22.0,0.22
2020-04-09,Barbade,3,0,0,,4.0,-0.33
2020-04-09,Belgique,2240,283,205,0.38,29.0,0.16
2020-04-09,Birmanie,3,0,2,-1.0,9.0,-1.0
2020-04-09,Bolivie,15,3,1,2.0,11.0,0.39
2020-04-09,"Bosnie-Herzégovine",34,1,1,0.0,19.0,0.39
2020-04-09,"Brésil",819,131,133,-0.02,23.0,0.27
2020-04-09,Bulgarie,24,0,1,-1.0,29.0,-0.35
2020-04-09,"Burkina Faso",23,1,4,-0.75,22.0,0.56
2020-04-09,"Bélarus",13,3,0,,9.0,0.17
2020-04-09,Cameroun,10,0,1,-1.0,15.0,-0.5
2020-04-09,Canada,407,96,32,2.0,31.0,0.38
2020-04-09,Chili,48,9,5,0.8,18.0,0.39
2020-04-09,Chypre,9,1,0,,18.0,-0.67
2020-04-09,Colombie,54,15,4,2.75,18.0,0.91
2020-04-09,"Congo (Brazzaville)",5,0,0,,7.0,-1.0
2020-04-09,"Corée du Sud",200,4,8,-0.5,49.0,0.17
2020-04-09,"Costa Rica",3,0,1,-1.0,21.0,-1.0
2020-04-09,Croatie,19,1,1,0.0,21.0,0.37
2020-04-09,Cuba,12,3,1,2.0,22.0,0.5
2020-04-09,"Côte d'Ivoire",3,0,0,,11.0,-1.0
2020-04-09,Danemark,218,19,15,0.27,26.0,0.1
2020-04-09,"El Salvador",5,1,1,0.0,9.0,-0.75
2020-04-09,Espagne,14792,655,747,-0.12,37.0,-0.05
2020-04-09,Estonie,24,0,3,-1.0,15.0,0.02
2020-04-09,Finlande,40,2,6,-0.67,19.0,-1.01
2020-04-09,France,10869,1341,541,1.48,54.0,0.2
2020-04-09,"Fédération de Russie",63,13,5,1.6,21.0,0.81
2020-04-09,Ghana,6,0,1,-1.0,19.0,-1.0
2020-04-09,"Grèce",83,4,2,1.0,29.0,0.34
2020-04-09,Guadeloupe,8,0,1,-1.0,18.0,-1.0
2020-04-09,Guatemala,3,0,0,,24.0,-1.0
2020-04-09,"Géorgie",3,0,0,,5.0,-0.67
2020-04-09,Honduras,22,1,0,,14.0,-0.92
2020-04-09,Hong-Kong,4,0,0,,65.0,
2020-04-09,Hongrie,58,8,11,-0.27,25.0,0.82
2020-04-09,Inde,178,48,28,0.71,29.0,0.31
2020-04-09,"Indonésie",240,40,19,1.11,29.0,0.26
2020-04-09,Iraq,69,0,4,-1.0,36.0,0.24
2020-04-09,Irlande,235,28,25,0.12,29.0,0.22
2020-04-09,Islande,6,0,0,,25.0,-1.0
2020-04-09,"Israël",73,13,8,0.63,19.0,0.13
2020-04-09,Italie,17669,610,542,0.13,48.0,-0.02
2020-04-09,"Jamaïque",4,0,1,-1.0,21.0,-1.0
2020-04-09,Japon,93,1,1,0.0,56.0,1.7
2020-04-09,Jordanie,6,1,0,,13.0,-1.0
2020-04-09,Kazakhstan,7,1,1,0.0,14.0,-1.08
2020-04-09,Kenya,6,1,0,,14.0,-0.83
2020-04-09,Kirghizistan,4,0,0,,6.0,-1.0
2020-04-09,Kosovo,5,0,1,-1.0,17.0,-0.83
2020-04-09,Lettonie,2,1,0,,6.0,-1.0
2020-04-09,Liban,19,0,0,,30.0,-0.63
2020-04-09,"Libéria",4,0,1,-1.0,5.0,-0.33
2020-04-09,Lituanie,15,1,0,,19.0,-0.5
2020-04-09,Luxembourg,46,6,2,2.0,26.0,0.04
2020-04-09,"Macédoine",29,1,3,-0.67,18.0,1.02
2020-04-09,Malaisie,65,2,2,0.0,23.0,0.03
2020-04-09,Mali,7,0,2,-1.0,11.0,-1.0
2020-04-09,Maroc,93,4,3,0.33,30.0,0.16
2020-04-09,Martinique,6,0,2,-1.0,24.0,-1.0
2020-04-09,Maurice,7,0,0,,19.0,-1.0
2020-04-09,Mayotte,2,0,0,,9.0,-1.0
2020-04-09,Mexique,141,33,16,1.06,21.0,0.39
2020-04-09,Moldavie,27,2,5,-0.6,22.0,0.27
2020-04-09,Montenegro,2,0,0,,17.0,
2020-04-09,Niger,11,0,0,,15.0,-0.78
2020-04-09,"Nigéria",6,1,0,,17.0,-1.0
2020-04-09,"Norvège",101,7,12,-0.42,26.0,0.36
2020-04-09,Oman,2,1,0,,9.0,-1.0
2020-04-09,"Ouzbékistan",3,0,1,-1.0,13.0,-1.0
2020-04-09,Pakistan,61,4,4,0.0,21.0,0.53
2020-04-09,Paraguay,5,0,0,,19.0,-1.0
2020-04-09,Pays-Bas,2255,148,147,0.01,34.0,0.07
2020-04-09,Philippines,182,21,5,3.2,67.0,0.59
2020-04-09,Pologne,159,15,30,-0.5,28.0,0.12
2020-04-09,Portugal,380,29,35,-0.17,23.0,0.17
2020-04-09,"Pérou",121,17,14,0.21,20.0,0.13
2020-04-09,Qatar,6,0,0,,12.0,-1.0
2020-04-09,Roumanie,220,28,23,0.22,18.0,0.43
2020-04-09,Royaume-Uni,7111,882,940,-0.06,35.0,0.11
2020-04-09,"Rép. Dém. du Congo",18,0,0,,19.0,-1.0
2020-04-09,"République Dominicaine",108,10,10,0.0,23.0,0.3
2020-04-09,"République Tchèque",99,13,11,0.18,18.0,0.2
2020-04-09,"Saint Martin",2,0,0,,10.0,-1.0
2020-04-09,Saint-Marin,34,0,0,,37.0,-1.0
2020-04-09,Serbie,65,1,4,-0.75,20.0,0.1
2020-04-09,Singapour,6,0,0,,19.0,-0.33
2020-04-09,Slovaquie,2,0,0,,8.0,-1.0
2020-04-09,"Slovénie",40,3,4,-0.25,26.0,0.42
2020-04-09,"Sri Lanka",7,0,1,-1.0,12.0,-0.75
2020-04-09,Suisse,895,53,74,-0.28,35.0,0.05
2020-04-09,"Suède",687,106,96,0.1,29.0,0.29
2020-04-09,Syrie,2,0,0,,11.0,
2020-04-09,"Sénégal",2,0,0,,8.0,-1.0
2020-04-09,"Taïwan",5,0,0,,53.0,
2020-04-09,"Thaïlande",30,2,3,-0.33,39.0,0.37
